Customer ID,full_name,Age,Gender,City,Account_Type,Account_Balance,Date_Of_Account_Opening,Last_Transaction_Date,Transaction_Amount,Loan_Status,Credit_Limit,Credit_Card_Balance,Last_Credit_Card_Payment_Date,Rewards_Points
2272,Melissa_Moore,33,Other,Albuquerque,Current,5642.6,2018-01-30,2023-10-30,2771.73,Rejected,8211.96,2519.02,2023-08-18,8060
2273,Patricia_Miller,52,Female,Phoenix,Savings,3907.97,2020-11-30,2023-04-09,1675.56,Approved,5401.84,3375.19,2023-07-28,7559
2274,Donna_Lewis,31,Male,Houston,Current,9571.51,2005-11-08,2023-01-23,4852.47,Approved,5864.62,4343.52,2023-12-19,7384
2275,Christopher_Walker,66,Male,Washington,Savings,1416.15,2018-12-29,2023-12-07,251.81,Closed,1206.38,2910.37,2023-01-09,1350
2276,Jennifer_Harris,68,Male,Seattle,Current,8153.87,2016-09-28,2023-08-06,3330.09,Closed,5276.4,2935.76,2023-12-17,2128
2277,Kimberly_Nguyen,24,Female,Sacramento,Savings,6539.22,2009-02-26,2023-08-10,2932.28,Rejected,3437.86,2532.48,2023-11-23,735
2278,Karen_Wilson,43,Male,San Francisco,Savings,7935.81,2021-01-30,2023-10-24,3199.36,Rejected,4036.72,4623.22,2023-09-29,1883
2279,Richard_Davis,60,Other,Las Vegas,Current,9509.55,2019-07-28,2023-10-25,3214.61,Approved,5279.11,4296.29,2023-06-07,8563
2280,Kenneth_Clark,65,Female,Los Angeles,Savings,5011.91,2021-01-11,2023-03-13,626.41,Rejected,7191.1,2540.7,2023-09-21,9735
2281,Daniel_Johnson,48,Female,San Jose,Current,2954.47,2012-10-30,2023-06-16,676.22,Closed,1682.65,3383.57,2023-12-10,3131
2282,Christopher_Taylor,41,Male,Charlotte,Savings,7817.17,2018-05-05,2023-08-13,346.19,Rejected,6440.71,3261.84,2023-09-28,5397
2283,Brian_Torres,36,Other,Phoenix,Current,8461.25,2007-03-15,2023-05-18,4692.53,Closed,3703.34,1239.24,2023-01-13,4261
2284,William_Wilson,54,Male,Chicago,Savings,6893.93,2021-09-01,2023-07-29,3053.42,Rejected,8444.18,1187.37,2023-09-28,7371
2285,James_Harris,18,Other,Atlanta,Savings,8505.12,2000-08-11,2023-04-22,394.78,Closed,9046.5,4995.4,2023-04-27,3676
2286,Nancy_Robinson,42,Male,Atlanta,Current,7330.24,2004-03-01,2023-08-16,2173.95,Closed,1896.78,4113.46,2023-10-26,5341
2287,John_Lewis,27,Other,Atlanta,Current,9578.98,2004-07-12,2023-08-21,1803.02,Closed,8872.81,3730.98,2023-07-21,479
2288,Matthew_Martin,35,Other,Chicago,Savings,5749.74,2016-07-23,2023-02-19,749.54,Approved,5870.74,4623.13,2023-09-16,7943
2289,Charles_Lee,59,Other,Sacramento,Savings,3866.69,2014-01-31,2023-11-27,4111.87,Approved,2474.65,3645.14,2023-06-10,1520
2290,Joseph_Perez,18,Female,El Paso,Savings,6837.15,2013-01-24,2023-08-24,3880.27,Approved,1085.23,4017.28,2023-08-07,7641
2291,James_Wright,46,Male,Louisville,Savings,784.23,2017-04-08,2023-09-14,2325.73,Closed,6440.7,1441.25,2023-09-28,6320
2292,Barbara_Torres,30,Male,Baltimore,Savings,5034.07,2002-01-06,2023-07-19,2617.11,Rejected,5788.51,2539.47,2023-05-16,693
2293,John_Thomas,21,Male,Seattle,Savings,7756.67,2022-10-29,2023-07-16,2187.79,Approved,7441.04,2136.84,2023-05-15,8212
2294,Joseph_Roberts,29,Female,Mesa,Savings,1772.74,2019-02-08,2023-01-01,2759.59,Rejected,5561.03,1629.71,2023-01-30,483
2295,Charles_Carter,65,Other,Tucson,Savings,4064.03,2002-10-30,2023-10-10,3665.49,Approved,1200.19,3709.38,2023-10-02,7692
2296,Christopher_Nelson,36,Female,Detroit,Current,3567.84,2018-03-30,2023-12-31,4381.09,Rejected,4893.76,2288.95,2023-01-14,5381
2297,Mark_Taylor,43,Female,Omaha,Current,3416.19,2006-03-31,2023-07-08,2965.68,Rejected,8570.09,4575.75,2023-10-13,4817
2298,Matthew_Thomas,61,Other,San Francisco,Current,6541.2,2020-02-13,2023-05-05,637.73,Closed,4443.56,1997.57,2023-12-02,8863
2299,Steven_Johnson,55,Male,Omaha,Current,5025.21,2016-07-08,2023-06-25,3862.56,Approved,3359.83,2192.34,2023-11-06,7805
2300,Ronald_Brown,33,Female,San Antonio,Savings,7993.42,2012-08-24,2023-10-06,1867.67,Closed,3620.38,4452.29,2023-01-19,3557
2301,Emily_Lee,61,Other,San Diego,Savings,672.71,2013-07-10,2023-12-31,3153.09,Closed,1947.59,147.79,2023-04-30,6653
2302,Ronald_Hill,42,Other,Milwaukee,Current,4593.7,2017-09-26,2023-05-19,1000.96,Rejected,4452.79,2586.49,2023-05-28,382
2303,Andrew_King,27,Male,Fort Worth,Savings,238.59,2001-05-28,2023-12-22,825.41,Rejected,8007.55,1245.62,2023-11-08,5234
2304,Amanda_Robinson,54,Other,Milwaukee,Savings,2286.51,2022-07-02,2023-04-12,272.84,Rejected,1540.98,2146.65,2023-05-20,7028
2305,Donna_Garcia,45,Other,Denver,Current,7776.22,2001-10-26,2023-10-14,1579.13,Closed,9250.55,3341.74,2023-02-15,5226
2306,Sandra_Taylor,45,Other,Jacksonville,Current,1149.9,2005-12-27,2023-11-07,2989.75,Approved,5058.28,3097.76,2023-02-26,3383
2307,William_Hill,42,Male,Colorado Springs,Current,1145.23,2015-12-12,2023-11-14,1600.69,Closed,6913.84,1703.81,2023-12-14,528
2308,Andrew_Harris,42,Male,Fort Worth,Savings,4074.24,2017-01-29,2023-05-27,1211.99,Approved,4358.96,1591.68,2023-01-19,7695
2309,Linda_Jones,68,Other,Oklahoma City,Savings,7791.72,2017-04-12,2023-12-18,4974.38,Closed,3400.82,1833.1,2023-09-08,208
2310,Melissa_Jones,29,Other,Atlanta,Current,6416.43,2004-03-20,2023-10-23,4994.22,Closed,1849.47,3696.49,2023-05-21,9429
2311,Susan_Martin,25,Male,San Antonio,Current,7839.38,2007-03-16,2023-12-24,3028.69,Closed,5243.88,2232.27,2023-10-19,9755
2312,Elizabeth_Thomas,53,Male,Columbus,Current,590.53,2019-08-06,2023-09-30,1624.72,Closed,4769.89,728.76,2023-01-24,5037
2313,Mary_Green,56,Male,Austin,Current,5680.88,2005-06-16,2023-12-21,4309.53,Approved,6150.89,4589.87,2023-12-13,8124
2314,Melissa_Torres,41,Female,San Antonio,Savings,4587.6,2001-12-04,2023-01-12,3686.58,Rejected,4616.87,1713.95,2023-08-29,6286
2315,David_Flores,40,Male,Memphis,Current,8970.61,2018-03-05,2023-05-23,3083.53,Closed,5029.22,2283.88,2023-04-16,9592
2316,Michael_Rodriguez,54,Other,Jacksonville,Savings,7399.66,2000-12-20,2023-06-16,4542.19,Rejected,8093.87,2539.49,2023-05-31,7061
2317,Charles_Jones,28,Male,Memphis,Current,4300.98,2001-06-30,2023-09-26,2232.11,Approved,2141.95,3578.49,2023-07-08,2964
2318,Sandra_Adams,34,Other,Dallas,Savings,5583.11,2014-01-23,2023-04-04,1284.73,Rejected,4669.63,1427.51,2023-04-15,5923
2319,Linda_Johnson,45,Other,Mesa,Savings,4305.85,2000-04-19,2023-04-16,4835.55,Rejected,2256.08,3854.9,2023-02-08,69
2320,Deborah_Rodriguez,20,Other,Jacksonville,Current,4467.35,2004-02-07,2023-10-02,4302.62,Closed,9435.83,14.52,2023-12-26,5746
2321,Mary_Nelson,19,Male,Denver,Savings,6377.42,2010-01-19,2023-07-20,4561.21,Closed,8460.02,3705.85,2023-02-06,6528
2322,Jennifer_Scott,68,Male,Milwaukee,Current,2243.69,2018-11-14,2023-11-09,4591.85,Closed,8622.75,839.53,2023-01-20,7440
2323,Betty_Perez,46,Male,San Francisco,Current,3398.52,2021-10-09,2023-04-02,1919.24,Rejected,2234.04,927.59,2023-01-26,1045
2324,Mark_Perez,51,Male,Dallas,Current,2863.67,2001-04-10,2023-08-24,4305.43,Rejected,8877.97,2707.53,2023-12-01,6614
2325,Sandra_Perez,31,Male,Tucson,Savings,8027.94,2000-06-25,2023-03-01,4447.5,Closed,2288.73,1537.18,2023-09-11,4946
2326,Matthew_King,50,Female,Fresno,Current,9425.24,2016-01-18,2023-08-23,2742.46,Rejected,5193.84,694.41,2023-04-30,6749
2327,Barbara_Lewis,65,Male,Las Vegas,Savings,4201.58,2014-09-26,2023-07-03,3130.04,Approved,1900.5,908.09,2023-07-23,7591
2328,Robert_Nguyen,64,Female,Dallas,Current,863.3,2008-01-06,2023-12-26,2891.71,Closed,9371.04,4542.94,2023-12-03,4973
2329,Kimberly_Rivera,35,Other,San Antonio,Savings,1026.15,2013-11-04,2023-08-21,89.98,Rejected,9853.83,3538.32,2023-11-21,8138
2330,Deborah_Allen,46,Other,Indianapolis,Current,4055.93,2004-01-22,2023-05-07,2682.31,Approved,4809.45,774.19,2023-08-05,976
2331,Paul_Moore,19,Other,Denver,Current,4010.35,2017-07-19,2023-04-11,198.81,Approved,9543.85,4026.53,2023-02-24,958
2332,Joseph_Miller,28,Other,Colorado Springs,Savings,1546.95,2019-10-20,2023-05-15,2260.86,Approved,1835.52,4784.92,2023-02-27,2751
2333,Amanda_Smith,48,Female,Philadelphia,Savings,8090.52,2001-03-02,2023-08-21,237.97,Approved,9195.88,511.18,2023-08-21,284
2334,Margaret_Allen,66,Female,Austin,Savings,5051.33,2004-03-07,2023-03-09,2282.23,Approved,4099.28,3549.61,2023-09-25,9682
2335,Joseph_Smith,30,Other,Fort Worth,Current,1179.69,2014-05-17,2023-03-28,1530.7,Closed,7009.69,1348.28,2023-02-04,430
2336,Kevin_White,61,Male,San Jose,Savings,1077.33,2016-04-18,2023-08-24,3871.89,Approved,4219.86,2684.66,2023-12-09,4523
2337,Deborah_Brown,43,Other,Fort Worth,Savings,4515.05,2007-08-26,2023-04-18,2400.71,Rejected,6390.24,1145.04,2023-09-13,8635
2338,Daniel_Brown,51,Other,Nashville,Savings,1256.68,2000-03-27,2023-05-17,2565.35,Rejected,3063.31,713.37,2023-11-15,9428
2339,Jennifer_Moore,67,Female,Jacksonville,Savings,5655.84,2009-10-07,2023-09-22,4519.39,Approved,6625.26,2757.19,2023-01-15,5646
2340,Melissa_Clark,27,Other,Oklahoma City,Current,3911.65,2016-05-04,2023-11-29,2416.67,Approved,5581.53,4157.96,2023-02-16,1214
2341,Stephanie_Nelson,29,Female,Mesa,Savings,9204.78,2018-03-24,2023-03-04,790.29,Closed,4260.7,4828.33,2023-03-23,477
2342,Amanda_Young,66,Female,Louisville,Savings,4247.21,2017-04-04,2023-08-18,571.76,Approved,4952.72,4045.99,2023-10-08,9664
2343,Kevin_Allen,39,Other,Las Vegas,Current,6182.86,2021-09-30,2023-08-26,1536.05,Rejected,5493.56,1301.26,2023-11-02,7888
2344,Brian_Ramirez,63,Male,Phoenix,Current,8132.41,2012-09-15,2023-12-15,1334.23,Closed,4743.82,3187.72,2023-08-20,1565
2345,Charles_Adams,48,Female,Atlanta,Current,3098.47,2015-10-29,2023-09-04,4094.29,Rejected,1627.95,683.76,2023-05-13,4244
2346,Daniel_Green,36,Female,Fort Worth,Savings,5167.7,2015-06-11,2023-06-08,3796.83,Approved,8087.08,2063.11,2023-05-08,4699
2347,Kevin_Scott,62,Female,Sacramento,Savings,1297.31,2016-12-05,2023-02-07,302.53,Approved,6978.85,743.9,2023-07-26,659
2348,Jessica_Garcia,41,Other,Omaha,Savings,4384.42,2021-09-20,2023-09-01,1012.99,Rejected,7130.33,3856.47,2023-05-05,1367
2349,Timothy_Thomas,42,Other,Los Angeles,Savings,3820.63,2001-05-05,2023-01-07,2249.64,Closed,1463.26,748.35,2023-04-19,2314
2350,Joseph_King,52,Female,Colorado Springs,Savings,4339.07,2010-12-03,2023-12-26,445.12,Closed,7955.32,3709.35,2023-08-29,5529
2351,Matthew_Thompson,25,Male,Dallas,Current,1163.36,2009-06-30,2023-03-18,839.43,Closed,7983.33,508.42,2023-02-20,6992
2352,Margaret_Roberts,22,Other,Washington,Savings,4044.17,2002-11-14,2023-09-14,4543.14,Closed,8151.53,2721.2,2023-03-28,4391
2353,William_Adams,39,Male,Phoenix,Savings,8715.64,2000-07-17,2023-02-06,2710.57,Closed,6531.82,1034.26,2023-05-11,921
2354,Joseph_White,45,Male,Fort Worth,Savings,9376.85,2001-04-04,2023-12-16,3985.26,Closed,5630.36,745.37,2023-04-23,556
2355,Patricia_Carter,29,Other,New York,Savings,2493.1,2007-02-17,2023-03-07,1659.44,Approved,8854.52,2188.29,2023-05-26,8528
2356,Charles_Gonzalez,50,Female,Washington,Savings,3074.96,2018-12-24,2023-04-10,1880.2,Closed,6242.09,4818.08,2023-01-08,3538
2357,Richard_Moore,33,Male,Kansas City,Savings,194.61,2020-06-07,2023-11-28,4293.18,Rejected,1835.35,435.78,2023-05-02,3753
2358,Lisa_Gonzalez,43,Female,Denver,Current,1244.25,2014-12-14,2023-09-18,3289.33,Approved,4136.36,2220.06,2023-08-13,4506
2359,Christopher_Carter,29,Male,Indianapolis,Current,3516.68,2012-10-12,2023-11-08,3395.12,Rejected,7418.42,462.97,2023-06-21,3149
2360,Kimberly_Torres,40,Female,Milwaukee,Current,6882.58,2003-07-17,2023-02-11,3198.31,Closed,4699.71,1218.21,2023-02-19,9606
2361,Susan_Nelson,66,Other,Chicago,Current,2992.82,2003-04-13,2023-02-18,2710.26,Closed,8202.4,1360.72,2023-02-18,9856
2362,Patricia_Hill,43,Male,El Paso,Current,846.43,2013-09-16,2023-10-29,4955.74,Approved,5205.25,2534.73,2023-03-07,596
2363,Deborah_Adams,58,Male,Seattle,Current,7335.59,2013-07-05,2023-03-12,4472.1,Closed,4467.63,3911.47,2023-06-17,8055
2364,Melissa_Taylor,30,Male,Detroit,Savings,4720.98,2018-12-21,2023-09-03,3557.41,Approved,4144.21,1672.75,2023-05-24,8756
2365,Anthony_Anderson,40,Female,San Jose,Savings,5240.05,2006-03-27,2023-01-02,3394.01,Approved,3834.61,3901.13,2023-08-20,8744
2366,Mark_Moore,48,Male,Seattle,Current,3327.65,2017-03-05,2023-11-19,430.48,Closed,5314.01,80.86,2023-04-10,2854
2367,Timothy_Thompson,53,Male,Chicago,Current,6169.14,2022-11-18,2023-03-03,2431.07,Approved,6393.03,277.75,2023-01-12,3831
2368,Betty_Robinson,44,Female,El Paso,Savings,8918.72,2020-04-21,2023-12-02,2485.07,Approved,9323.16,847.41,2023-09-13,964
2369,Andrew_King,53,Female,Chicago,Savings,5582.21,2004-08-18,2023-01-27,269.18,Rejected,7585.99,2238.91,2023-09-09,2367
2370,Linda_Brown,64,Other,Boston,Current,5916.41,2014-10-06,2023-12-08,3780.45,Rejected,2903.04,1839.18,2023-12-23,1563
2371,Jessica_Williams,59,Female,Portland,Current,3798.27,2006-08-12,2023-03-08,19.81,Closed,5084.8,3619.09,2023-06-24,1509
2372,Carol_Miller,40,Male,Portland,Current,918.04,2018-09-25,2023-05-25,2131.79,Rejected,3759.36,4964.14,2023-01-09,3957
2373,Margaret_Moore,55,Male,Colorado Springs,Savings,4342.56,2006-04-24,2023-08-02,4517.22,Closed,3185.52,3990.71,2023-10-06,752
2374,Ashley_Adams,20,Other,Boston,Current,9253.93,2021-12-30,2023-11-23,1708.39,Closed,6924.25,4088.07,2023-03-04,418
2375,Karen_Miller,47,Other,Las Vegas,Current,6834.13,2017-05-21,2023-02-26,2917.41,Approved,2014.12,4938.96,2023-06-30,1484
2376,Mary_Flores,49,Male,San Diego,Current,4953.18,2003-02-05,2023-10-13,1546.69,Approved,1233.85,2313.76,2023-02-24,6298
2377,Ronald_Garcia,32,Female,Dallas,Current,6246.74,2010-10-30,2023-07-30,903.12,Closed,4722.15,4832.8,2023-09-12,8832
2378,Richard_Perez,55,Male,Atlanta,Savings,5629.51,2004-07-02,2023-07-12,3652.79,Rejected,2236.37,2920.4,2023-04-20,2742
2379,Patricia_Smith,28,Other,Baltimore,Current,9132.79,2006-04-13,2023-04-24,1030.81,Closed,5598.19,3383.8,2023-12-05,9136
2380,Sandra_Brown,19,Male,Denver,Savings,2316.09,2014-05-29,2023-05-02,370.25,Closed,5950.46,148.44,2023-12-07,8200
2381,Matthew_Rivera,43,Male,Indianapolis,Savings,8897.99,2008-10-22,2023-12-26,2181.3,Approved,2491.87,2341.4,2023-05-17,5366
2382,Ashley_Carter,51,Male,Las Vegas,Current,6915.86,2014-03-24,2023-04-13,3547.29,Approved,7270.05,4874.42,2023-04-16,4459
2383,William_Roberts,18,Other,Nashville,Current,1364.69,2005-09-16,2023-06-04,2904.23,Approved,2026.09,4659.87,2023-06-08,197
2384,John_Nelson,28,Other,Mesa,Savings,3781.86,2018-08-17,2023-03-15,1229.58,Rejected,6557.09,1933.15,2023-09-18,362
2385,Donald_Lewis,22,Other,Omaha,Savings,4419.36,2011-07-18,2023-12-20,4090.59,Closed,6808.57,2857.23,2023-04-04,6113
2386,Amanda_Lee,43,Female,Colorado Springs,Savings,921.04,2000-12-02,2023-06-24,494.49,Rejected,8284.68,4242.93,2023-04-29,3835
2387,Elizabeth_Sanchez,23,Other,Philadelphia,Savings,5586.57,2003-06-13,2023-01-14,3354.88,Approved,8981.74,1569.84,2023-12-13,2671
2388,Joshua_Wilson,52,Female,Phoenix,Savings,2667.7,2019-08-28,2023-06-16,3037.32,Rejected,7032.11,1088.77,2023-03-26,8859
2389,Richard_Rodriguez,69,Female,Columbus,Current,4635.46,2009-06-10,2023-02-24,4495.62,Rejected,6586.66,740.9,2023-08-09,3781
2390,Donald_Campbell,22,Other,Houston,Current,4443.8,2006-08-13,2023-01-26,2639.36,Approved,7095.98,632.66,2023-06-29,1855
2391,John_Lopez,69,Female,San Diego,Current,5264.57,2016-03-28,2023-02-13,4096.73,Closed,5746.71,4458.34,2023-12-21,3207
2392,Ronald_Adams,26,Female,Las Vegas,Savings,8477.45,2022-07-29,2023-03-10,1084.32,Rejected,6551.98,2897.66,2023-06-10,2190
2393,Carol_Garcia,45,Male,Austin,Savings,7829.54,2011-12-25,2023-02-07,2731.12,Rejected,9153.67,2680.56,2023-07-28,3512
2394,Carol_Martin,36,Female,San Francisco,Savings,8742.71,2019-08-13,2023-12-02,2667.82,Closed,7249.2,864.26,2023-04-09,2099
2395,Margaret_White,22,Female,Nashville,Savings,5766.24,2004-12-11,2023-01-12,1483.71,Rejected,3710.8,1985.63,2023-06-18,6071
2396,Sarah_Clark,40,Other,Detroit,Current,6196.47,2001-08-09,2023-04-15,35.38,Rejected,7434.94,4952.27,2023-01-17,3104
2397,Patricia_Nguyen,61,Male,Portland,Current,4361.82,2012-03-10,2023-09-01,3723.81,Closed,1815.43,2411.2,2023-02-21,9074
2398,John_Davis,61,Female,Indianapolis,Savings,7200.47,2001-05-01,2023-12-30,1989.4,Closed,5077.69,271.1,2023-01-11,7832
2399,James_Smith,33,Female,Detroit,Savings,2128.46,2020-09-06,2023-09-30,1507.47,Rejected,4537.43,1990.65,2023-02-17,2755
2400,Amanda_Carter,24,Female,Tucson,Current,4804.32,2004-09-04,2023-10-08,978.51,Closed,4009.17,270.52,2023-01-31,5022
2401,Brian_Carter,31,Other,Milwaukee,Current,7170.31,2010-12-20,2023-07-11,4260.07,Closed,6609.67,3255.7,2023-04-30,153
2402,Carol_White,39,Other,Philadelphia,Current,7801.0,2012-09-01,2023-03-29,1676.04,Rejected,2522.28,2096.67,2023-09-06,6434
2403,Timothy_Campbell,26,Male,San Diego,Savings,2554.7,2018-11-22,2023-05-19,1027.72,Approved,9477.92,760.92,2023-04-30,1414
2404,Richard_Miller,64,Female,San Antonio,Current,1897.33,2008-04-18,2023-05-26,2622.05,Rejected,3317.39,4235.35,2023-02-14,9985
2405,Lisa_Jackson,40,Male,Fresno,Savings,2956.49,2011-10-12,2023-06-13,3911.43,Rejected,7242.35,2948.78,2023-09-13,7990
2406,Charles_Perez,60,Other,Columbus,Current,9209.54,2011-12-29,2023-09-16,3016.3,Closed,4939.18,2425.98,2023-11-16,3766
2407,Lisa_Wright,21,Female,Indianapolis,Current,1378.29,2002-07-26,2023-12-05,4801.36,Approved,2841.68,3960.1,2023-01-07,5605
2408,Betty_Robinson,60,Female,Dallas,Current,9535.64,2017-01-30,2023-11-22,4784.28,Approved,4814.95,2869.99,2023-11-04,3344
2409,David_Lewis,43,Male,Jacksonville,Savings,9948.64,2005-07-24,2023-03-28,4512.84,Approved,4261.77,326.29,2023-04-03,1006
2410,Sandra_Perez,58,Female,San Francisco,Savings,7856.1,2007-11-11,2023-11-23,2830.12,Closed,8022.86,1289.39,2023-04-16,9971
2411,David_Hernandez,23,Other,Fort Worth,Current,7628.18,2016-02-25,2023-12-30,3843.67,Closed,6927.3,2867.66,2023-03-03,7400
2412,Joseph_Martin,48,Male,Philadelphia,Savings,9537.54,2009-12-15,2023-08-27,1449.63,Approved,8498.41,527.52,2023-04-12,1334
2413,Elizabeth_Lewis,34,Male,Denver,Current,2976.3,2015-09-08,2023-09-22,2881.05,Approved,1374.54,1250.31,2023-10-03,9172
2414,Nancy_Green,26,Female,Memphis,Savings,1376.92,2013-06-22,2023-07-13,341.81,Closed,8494.93,3032.19,2023-03-01,3107
2415,Carol_Adams,44,Other,Philadelphia,Current,8248.69,2010-07-30,2023-05-08,1324.53,Closed,4705.4,4627.99,2023-08-23,6356
2416,Linda_King,23,Female,Boston,Savings,1792.21,2022-08-05,2023-05-02,1633.45,Rejected,3326.85,3661.4,2023-10-26,4284
2417,Nancy_Smith,23,Male,Las Vegas,Savings,549.56,2014-05-15,2023-09-01,1812.6,Rejected,2835.2,2537.83,2023-08-30,8933
2418,Jessica_Walker,21,Male,Boston,Current,2044.97,2005-07-10,2023-02-16,813.47,Closed,4119.75,1059.56,2023-02-22,3833
2419,Ronald_Robinson,69,Other,Indianapolis,Current,4435.28,2010-06-08,2023-11-16,425.49,Approved,4115.98,962.97,2023-04-07,3142
2420,Sandra_Mitchell,60,Male,Indianapolis,Savings,5001.51,2000-03-10,2023-12-31,2896.07,Closed,2282.76,3880.63,2023-11-19,1420
2421,Anthony_Moore,20,Other,Philadelphia,Current,718.77,2013-02-01,2023-04-22,2461.7,Approved,6394.88,4632.66,2023-08-21,4996
2422,Paul_Taylor,41,Female,Atlanta,Current,4489.6,2017-11-23,2023-10-30,2926.82,Closed,1743.59,602.47,2023-08-23,2216
2423,Patricia_Nguyen,35,Other,Nashville,Current,6082.65,2020-11-15,2023-03-16,655.23,Rejected,5501.53,3376.47,2023-11-11,6043
2424,Stephanie_Wilson,49,Female,Houston,Current,9324.88,2014-06-07,2023-10-25,4738.98,Rejected,4524.97,3639.32,2023-08-23,608
2425,Nancy_Thompson,65,Female,Fresno,Savings,2350.46,2003-06-08,2023-11-01,2072.64,Rejected,8336.76,2551.33,2023-06-11,5034
2426,Christopher_Harris,38,Male,Louisville,Current,2188.61,2006-11-18,2023-01-30,2252.87,Closed,2982.17,1655.84,2023-09-10,9987
2427,Margaret_Anderson,65,Female,Kansas City,Savings,3955.31,2012-05-24,2023-01-08,2739.36,Closed,6040.57,3541.94,2023-12-22,2871
2428,Joshua_Rivera,46,Male,Louisville,Savings,9838.18,2013-10-09,2023-12-07,3453.73,Approved,2063.26,2286.93,2023-03-08,548
2429,Elizabeth_Perez,49,Other,San Francisco,Savings,3428.63,2011-12-18,2023-01-08,1930.44,Closed,7452.15,2292.35,2023-10-19,5475
2430,Matthew_Williams,42,Other,Columbus,Savings,534.29,2008-09-11,2023-08-27,724.32,Closed,3924.66,508.88,2023-12-29,3751
2431,Karen_Jackson,29,Female,San Antonio,Current,2729.59,2014-12-20,2023-07-10,3917.77,Rejected,9631.43,3148.84,2023-08-18,4581
2432,Christopher_Baker,63,Other,Washington,Savings,5627.19,2020-04-30,2023-05-08,1310.18,Approved,9162.33,455.82,2023-08-26,6439
2433,Margaret_King,26,Female,New York,Current,4184.18,2014-12-29,2023-01-11,2219.9,Rejected,5307.94,1395.61,2023-04-19,226
2434,Elizabeth_Wright,24,Other,Memphis,Current,7764.81,2000-08-20,2023-09-13,3165.32,Closed,8103.77,900.41,2023-09-12,9631
2435,Steven_Roberts,31,Female,Milwaukee,Savings,6111.99,2003-04-02,2023-08-21,4827.18,Rejected,1668.01,4725.62,2023-06-11,1145
2436,Stephanie_Smith,37,Female,Baltimore,Current,5638.63,2014-11-06,2023-07-05,177.59,Rejected,8040.85,401.1,2023-10-30,6106
2437,Robert_Lee,37,Other,Charlotte,Savings,3297.64,2013-08-20,2023-05-01,2599.15,Approved,5028.43,2312.49,2023-05-11,2400
2438,Timothy_Lewis,27,Other,Seattle,Current,5563.28,2019-03-01,2023-06-16,4681.26,Closed,1851.64,3064.61,2023-06-13,9187
2439,Ronald_Garcia,28,Other,Sacramento,Current,6194.35,2013-05-30,2023-05-24,1283.18,Approved,3505.1,2330.21,2023-11-04,7255
2440,Andrew_Torres,56,Other,Baltimore,Current,1874.13,2013-02-26,2023-11-23,570.37,Rejected,3694.22,3309.14,2023-12-05,4649
2441,Amanda_Smith,36,Female,Fresno,Savings,7385.09,2002-04-28,2023-12-18,2988.23,Approved,7450.53,157.65,2023-07-27,8976
2442,Kimberly_Smith,36,Female,Austin,Savings,3990.04,2004-07-08,2023-04-11,769.44,Approved,8078.67,4636.8,2023-07-21,6197
2443,Steven_Clark,60,Other,Portland,Savings,7448.53,2022-03-11,2023-01-22,4395.57,Closed,5799.95,1773.84,2023-06-10,3953
2444,Charles_Lee,23,Other,Las Vegas,Current,1859.33,2022-04-12,2023-07-18,3618.63,Approved,3976.86,2164.22,2023-05-09,7393
2445,Thomas_Thomas,25,Male,Sacramento,Savings,6599.56,2016-03-22,2023-09-26,613.91,Rejected,4667.05,2689.16,2023-11-24,1937
2446,Lisa_Baker,18,Female,Colorado Springs,Current,366.14,2001-11-22,2023-03-23,2891.47,Approved,6624.61,3221.55,2023-10-27,3540
2447,Deborah_Flores,40,Female,San Diego,Current,1673.76,2000-01-08,2023-06-19,145.3,Rejected,6683.47,627.81,2023-06-14,5602
2448,Paul_Sanchez,57,Other,Seattle,Current,8922.1,2005-09-13,2023-01-13,4227.4,Approved,2629.84,1835.06,2023-04-29,7286
2449,Joseph_Thomas,54,Male,San Jose,Current,4668.57,2013-05-29,2023-07-16,1035.13,Approved,5505.22,2980.78,2023-05-19,5714
2450,Andrew_Ramirez,27,Other,Las Vegas,Savings,5127.84,2004-08-30,2023-04-05,3661.76,Approved,6106.21,2639.59,2023-11-03,563
2451,Betty_Smith,19,Female,El Paso,Savings,9085.02,2014-04-24,2023-09-24,540.55,Closed,7746.12,258.25,2023-09-24,7739
2452,John_Scott,53,Female,Fort Worth,Current,4900.84,2022-10-23,2023-11-15,2367.4,Approved,5204.06,3750.36,2023-01-23,3198
2453,Emily_Martinez,19,Male,Baltimore,Current,6580.43,2009-05-25,2023-12-24,4646.86,Rejected,9429.8,1934.89,2023-02-21,2626
2454,William_Nelson,32,Other,Milwaukee,Current,2297.36,2001-10-20,2023-02-20,381.64,Rejected,6990.46,97.25,2023-04-19,2983
2455,Elizabeth_Taylor,37,Male,Louisville,Savings,907.57,2012-10-05,2023-07-07,1483.9,Closed,7499.28,3983.14,2023-07-08,5017
2456,David_Thompson,59,Other,Washington,Current,3598.18,2009-05-30,2023-10-30,3915.3,Approved,6277.74,28.78,2023-04-10,189
2457,Susan_Miller,38,Male,Louisville,Savings,8006.93,2007-07-11,2023-01-04,2322.18,Rejected,8609.05,1010.69,2023-02-01,5415
2458,Richard_Baker,47,Other,San Jose,Savings,4523.69,2020-07-28,2023-09-20,3255.01,Approved,4236.21,3622.7,2023-08-27,8538
2459,Matthew_Miller,41,Other,Boston,Savings,1764.69,2017-11-14,2023-12-09,4061.92,Closed,1288.32,2965.52,2023-11-25,4166
